id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3
997,The Other Sister,1999,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Mandeville Films,Buena Vista Pictures,Garry Marshall,Garry Marshall,Juliette Lewis,Diane Keaton,William Holden
998,The Other Sister,1999,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not alllowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptuals.",Mandeville Films,Buena Vista Pictures,Garry Marshall,Garry Marshall,Juliette Lewis,Diane Keaton,
999,The Parent Trap,1998,Administration Building (Treasure Island),"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Walt Disney Pictures,Buena Vista Pictures,Nancy Meyers,Nancy Meyers,Lindsay Lohan,Dennis Quaid,
1000,The Presidio,1988,700 Block of Jackson Street (Chinatown),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1001,The Presidio,1988,900 Block of Grant Avenue (Chinatown),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1002,The Presidio,1988,Battery Street (The Embarcadero),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,George Wendt
1003,The Presidio,1988,Civic Center Plaza,,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1004,The Presidio,1988,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1005,The Presidio,1988,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1006,The Presidio,1988,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confererate general learned that the war had ended while en route to SF.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1007,The Presidio,1988,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1008,The Presidio,1988,Hayes & Polk Streets (Civic Center),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1009,The Presidio,1988,Market & 2nd Streets,,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1010,The Presidio,1988,Montgomery & Vallejo Streets (Telegraph Hill),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1011,The Presidio,1988,Presidio (Golden Gate National Recreation Area),"In 1776, Spain made the Presido a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1012,The Presidio,1988,Sansome Street (The Embarcadero),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1013,The Presidio,1988,Washington Street & Waverly Place (Chinatown),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1014,The Presidio,1988,200 Block of Sansome Street (Financial District),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,
1015,The Princess Diaries,2001,724 Brazil Avenue,,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,
1016,The Princess Diaries,2001,2601 Lyon Street,,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,
1017,The Princess Diaries,2001,Baker Beach,,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,
1018,The Princess Diaries,2001,Fisherman's Wharf,"Supposedly, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.",Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,
1019,The Princess Diaries,2001,Firestation #3 (Brazil Avenue and Athens Street),,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,
1020,The Princess Diaries,2001,Cliff House (1090 Point Lobos Avenue),"The Musee Mechanique, which Julie Andrews' character visits in the movie, was at the time housed under the Cliff House.",Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,
1021,The Princess Diaries,2001,Broadway Tunnel (Broadway between Powell and Larkin),,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,
1022,The Pursuit of Happyness,2006,Glide Memorial Church (434 Ellis St),,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,
1023,The Pursuit of Happyness,2006,Glen Park Subway Station,,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,
1024,The Pursuit of Happyness,2006,Candlestick Park (602 Jamestown Ave.),"Then Vice President Richard Nixon threw out the first pitch when Candlestick openend in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,
1025,The Pursuit of Happyness,2006,Golden Gate Park Children's Playground ,Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,
1026,The Right Stuff,1983,"American Can Company (Between Illinois & Kentucky, 20th and 22nd Streets)",,The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Ed Harris,
1027,The Right Stuff,1983,Cow Palace,"Suppsedly, the Cow Palace's name derives from a newspaper editorial in which the writer wonders whether the soon-to-be-built structure for livestock was a ""palace for cows"". ",The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Ed Harris,
1028,The Right Stuff,1983,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Ed Harris,
1029,The Right Stuff,1983,Financial District,,The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Ed Harris,
1030,The Rock,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
1031,The Rock,1996,New Russian Hill Market (1198 Pacific Avenue at Jones),,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
1032,The Rock,1996,The San Francisco Bay,,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
1033,The Rock,1996,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
1034,The Rock,1996,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,Don Johnson
1035,The Rock,1996,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
1036,The Rock,1996,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
1037,The Sweetest Thing,2002,Golden Gate National Recreation Area,The size of the Recreation Area is over two and a half greater than that of the city and county of San Francisco.,Columbia Pictures Corp.,Columbia Pictures,Roger Kumble,Nancy M. Pimental,Cameron Diaz,Christina Applegate,
1038,The Ten Commandments,1923,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",Exteriors of the church were used. ,Paramount Pictures,Paramount Pictures,Cecil B. DeMille,"Jesse L. Lasky, Jr.",Charlton Heston,Yul Brynner,
1039,The Times of Harvey Milk,1984,The Castro,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",UCLA Film and Television Archive,TC Films International,Rob Epstein,Rob Epstein,Harvey Milk,Harvey Firestein,Martin Landau
1040,The Towering Inferno,1974,"Bank of America Building (555 California Street, Financial District)","The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia
1041,The Towering Inferno,1974,Firestation #38 (California & Laguna),,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia
1042,The Towering Inferno,1974,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia
1043,The Towering Inferno,1974,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia
1044,The Towering Inferno,1974,2898 Vallejo Street,,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia
1045,The Towering Inferno,1974,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District)",,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia
1046,The Towering Inferno,1974,"San Francisco Fire Station 38 (2150 California Street, Pacific Heights)",,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,
1047,The Wedding Planner,2001,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,
1048,The Wedding Planner,2001,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,
1049,The Wedding Planner,2001,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia
1050,The Wedding Planner,2001,Pleasant Street at Taylor,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia
1051,The Wedding Planner,2001,Pier 7 (The Embarcadero),,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia
1052,The Wedding Planner,2001,Montgomery Street at Union Street,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia
1053,The Wedding Planner,2001,Lincoln Park,The land on which the park stands was a cemetary until the late 1860s. ,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia
1054,The Wedding Planner,2001,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,
1055,The Woman In Red,1984,Brocklebank Apartments (1000 Mason Street),,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,
1056,The Woman In Red,1984,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,
1057,The Woman In Red,1984,Montgomery Street at Union Street,,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,
1058,The Woman In Red,1984,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,
1059,They Call Me MISTER Tibbs,1970,,,Mirisch Corporation,United Artists,Gordon Douglas,Alan R. Trustman,Sidney Poitier,Martin Landau,
1060,The Zodiac,2005,,,Blackwater Films,THINKFilm,Alexander Bulkley,Alexander Bulkley & Kelley Bulkeley,Justin Chambers,Robin Tunney,
1061,Thief of Hearts,1984,,,Paramount Pictures,Paramount Pictures,Douglas Day Stewart,Douglas Day Stewart,Steven Bauer ,David Caruso,
1062,Time After Time,1979,Broadway at Osgood Street (North Beach),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
1063,Time After Time,1979,Lombard & Laguna Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
1064,Time After Time,1979,Lombard & Fillmore Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
1065,Time After Time,1979,Lombard & Divisadero Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
1066,Time After Time,1979,Lombard & Broderick Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
1067,Time After Time,1979,Justin Herman Plaza,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
1068,Time After Time,1979,Intersection of Fulton & 6th Streets (Chinatown),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
1069,Time After Time,1979,Intersection of California & Grant Streets (Richmond District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
1070,Time After Time,1979,Hyatt Regency Hotel (5 Embarcadero Center),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
